,id,tweets,tweet_sentiment_value
298,5963f8e64fe31f4f52a0237b,airfrance worst airline experience yesterday life aviv flight af,0
299,5963fbc14fe31f4f52a02380,airfrance disgusting service flight cancelled rebooked onto flight tomorrow with hour over dont worryits only business trip,0
300,5963fbf44fe31f4f52a02381,airfrance waiting luggage alongside families with young children denied water flight hour later still luggage,0
301,5963fc564fe31f4f52a02382,airfrance told are quote low priority communication representative left guessing disgrace last time airfrance,0
302,5963fc8a4fe31f4f52a02383,absolutely disgusted with airfrance tonight hour delay flight cancelled absolutely help,0
303,5963fca04fe31f4f52a02384,what should have been amazing start holiday been ruined airfrance,0
304,5963fe244fe31f4f52a02387,dont worry airfrance will keep updated your shittiness,0
305,5963fe354fe31f4f52a02388,service provided airfrance today absolutely appalling flight delayed then cancelled utterly disgraceful service,0
306,5964035d4fe31f4f52a02390,its been since departure airfrance luggage still here this what call business class airfrance mindblown,0
307,5964052a4fe31f4f52a02392, cases have finally arrived thats hrmins after disembarked airfrance there going repl ,0
308,596409bd4fe31f4f52a0239a,jinglesjoy airfrance check painfully slow headed from dulles too,0
309,59640f434fe31f4f52a023a1,airfrance fuck nigga fuck shitty planes fuck shit,0
310,596411b74fe31f4f52a023a5,trying understand come luggage taking more than hours home airfrance ,0
311,59641e274fe31f4f52a023ad,delta amp airfrance suitcase arrived broken wheel amp baggage office would help what next help please,0
312,596426724fe31f4f52a023b1,third years lost airfrance still resolved they might have thursday friday,0
313,59642cb04fe31f4f52a023b9,delta amp airfrance this what amp its been since ive been able update ,0
314,5964386e4fe31f4f52a023c2,airfrance update finally made bostonlogan wifes luggage still cdg thanks again horrible day airfrance,0
315,596440a94fe31f4f52a023ca,when youre taking group girls their first international flight its about canceled because delta ghosted airfrance,0
316,5964463f4fe31f4f52a023d1,just called airfrance about bag they dont even have phone number company they gave deliver counting,0
317,596446c04fe31f4f52a023d3,your service beyond ridiculous airfrance rather united fistfight more enjoyable that this shitshow,0
318,596448324fe31f4f52a023d4,airfrance worst managed airlines have been,0
319,5964484c4fe31f4f52a023d5,check france excuses ,0
320,596449224fe31f4f52a023d6,heres suggestion airfrance lets france air tagline about something like shitshow ground catchy,0
321,59644ca94fe31f4f52a023d8,airfrance have been paris airport since   flight still waiting line check,0
322,59644ce94fe31f4f52a023da,airfrance this been second time flying with since may amp every time something gone wrong have ruined european,0
323,59644d424fe31f4f52a023db,airfrance vacations both which saved thousands dollars take first losing luggage from paris amsterdam,0
324,59644d994fe31f4f52a023dc,airfrance your airline lost luggages short hour flight didnt have clothes entire trip amsterdam,0
325,59644e4b4fe31f4f52a023dd,airfrance have running circles because your airline most disorganized company have ever encountered,0
326,59644f2d4fe31f4f52a023df,airfrance airport flight about miss flight because your employees telling,0
327,59644fa34fe31f4f52a023e1,airfrance wait lines that have been both over minutes long just told that were wrong line again these lines were,0
328,596450244fe31f4f52a023e2,airfrance lines that your employees told this absolutely ridiculous your company needs major training,0
329,59646a3f4fe31f4f52a023fc,airfrance worst lost baggage service ever rude agents total disregard customers dontflythem,0
330,59646dfa4fe31f4f52a02404,airfrance staff were most unhelpful were supported staff were plane hrs with information,0
331,5964780c4fe31f4f52a0241c,musician friends airfrance they make check precious musical instruments ,0
332,59647db84fe31f4f52a0242a,wheresmyluggage travelling business losing luggage during vacation time airfrance ,0
333,5964838f4fe31f4f52a0243a,painful online checkin with airfrance tomorrow,0
334,596486f44fe31f4f52a02440,airfrance sorry inconvenience judging your telephone support not disgraceful customer servi ,0
335,596488e44fe31f4f52a02446,airfrance since weve lost holiday later flight home would more convenient,0
336,596489694fe31f4f52a02448,airfrance days later update surprised about this,0
337,59648e464fe31f4f52a02450,airfrance its great important your customers you  miles year minimum cant help,0
338,5964aecd4fe31f4f52a02495,delta filed grievancecomplaint flight june th have still heard anything airfrance delay caused miss work,0
339,5964c2f04fe31f4f52a024b2,airfrance guys were late depart from dont this flight valencia leave without lines awful,0
340,5964c62e4fe31f4f52a024b8,dont airfrance flights always delayed thats missed flight miami nobueno timewasted,0
341,5964cba54fe31f4f52a024c3,airfrance hour transfer time cdgplatinum member luggage again sent final arrival getting really bored,0
342,5964db944fe31f4f52a024e7,alitalia wearing air france name badge again couldnt speak understand english ,0
343,5964dc404fe31f4f52a024e8,flying airfrance hour delay flight back wouldnt expect anything else airfranceairchance ,0
344,5964efc64fe31f4f52a02518,airfrance baggage still missing about hours please help find bag,0
345,5964f08b4fe31f4f52a0251a,airfrance your flight delayed making delayed baggage still delayed filed report update since  please help,0
346,5964f35e4fe31f4f52a0251f,airfrance have never such terrible experience flying before food poisoning flight attendant ever helped when requested,0
347,5964f35f4fe31f4f52a02520,hs after departure arrives wanna thank airfrance their total incompetence utter ineptitude during this ordeal,0
348,5964f44c4fe31f4f52a02522,after attempts request attendent walk told very told water himself airfrance,0
349,5964f8d14fe31f4f52a0252e,airfrance still have idea where bags its been hours airfrance customerservice worstever,0
350,5964fae44fe31f4f52a02533,hahahaha its cool flight delayed have connecting flight hours totally cool everything airfrance,0
351,5964fcf44fe31f4f52a02539,airfrance your lounge charles gaulle worse than india after lining gate captain told delayed worst first class,0
352,596500be4fe31f4f52a0253f,airfrance nothing lies about where luggage delivery yesterday idea where today,0
353,596500d44fe31f4f52a02540,airfrance what joke ones happy ones helpful useless ,0
354,596504fb4fe31f4f52a02545,air france sent luggage purgatory nrawilson,0
355,596505154fe31f4f52a02546,ramonesamuels airfrance terrible bra they check then when about board they dont,0
356,59650a014fe31f4f52a02550,horrible service airfranceus airfrance af flight wheel chair assistance airport  ,0
357,59650b2f4fe31f4f52a02553,left abzairport aeroportmp jul airfrance schiphol stay onight amsterdam amp book hotel still bags,0
358,59650bd84fe31f4f52a02556,airfrance kidding want reply last facebook messages maybe look last ,0
359,59650be84fe31f4f52a02557,airfrance could please select seats least could after loosing luggage days,0
360,5965134e4fe31f4f52a02569,airfrance cancelled flight meaning missed connection have delayed hours important business trip,0
361,596513744fe31f4f52a0256c,airfrance kept sweltering airplane over hours refused give water even when asked,0
362,5965139f4fe31f4f52a0256d,airfrance have seat like said its only fair since hassle inward journey,0
363,596513b64fe31f4f52a0256e,airfrance then wait hours technician from airfrance plane allow ground staff access luggage,0
364,596513f04fe31f4f52a02571,airfrance single representative airfrance stayed with inform what going what were doing about,0
365,596514154fe31f4f52a02572,airfrance replacement flight with ridiculous over time change that something more reasonable,0
366,596514434fe31f4f52a02574,airfrance managed prevent losing connection delayed flight lame that info given abou ,0
367,5965144b4fe31f4f52a02575,airfrance couldnt online have ended with ridiculous seats apart from each other,0
368,596514614fe31f4f52a02577,airfrance customer service staff were sarcastic rude less from helpful,0
369,596514894fe31f4f52a02578,airfrance airfrance there anything else would like mess this journey never flying airfrance every again,0
370,596517284fe31f4f52a02582,ggbourne experience a france cabin design classes including st,0
371,59651ff74fe31f4f52a0259c,airfrance baggage along with others went missing after flight  from aviv cancelled please rectify this situation,0
372,596528934fe31f4f52a025a6,planetalkinguk have guys ever done top most boring livery about france  number justsaying,0
373,59652d034fe31f4f52a025ad,someone jetairways says flight isnt cancelled booking unconfirmed airfrance really want believe this,0
374,596536324fe31f4f52a025c3,airfrance thats ive been listening since friday its been lies about where this baggage customer ,0
375,59653c964fe31f4f52a025f7,airfrance very careful trusting france with your travel plans they have issues they will have idea them,0
376,59653fed4fe31f4f52a02617,iamtoyina thanks hate france,0
377,59653ffd4fe31f4f52a02618,airfrance your complaint form down file claim then dont hear back ever,0
378,596545654fe31f4f52a02629,airfrance messaged paypal been ignored still clue whats with reservation except apparently gone,0
379,596563b44fe31f4f52a0265e,topfiverecords airfrance doesnt sound good,0
380,59656bab4fe31f4f52a02668,airfrance booked wrong date accident refund told cancel amp told dont,0
381,5965795d4fe31f4f52a02670,airfrance have luggage just delivered pm time hilarious that airfrance cant track,0
382,59659c414fe31f4f52a0268b,airfrance af cancelled yesterday bomb dusseldorf there bomb discovered dus liars stupidexcuse,0
383,5965b95f4fe31f4f52a026af,listening good music shitty france headphones,0
384,5965db834fe31f4f52a026eb,airfrance weeks resolution response customer complaint  please stop being discourteous,0
385,5965e2054fe31f4f52a026f5,niceorly flight cancelled monday evening finally left hours later compensation great platinum airfrancefr airfrance,0
386,5965f8084fe31f4f52a02735,airfrance sucks,0
387,5965f99c4fe31f4f52a02740,never again france shit ive been through over past days been unreal,0
388,596634a94fe31f4f52a027fa,airfrance want horrible flight your children they with mine please take this company company shame,0
389,596635a84fe31f4f52a02800,airfrance airfranceuk books worst airline ever waited hours  gate with news water nada,0
390,596646694fe31f4f52a02846,airfrance feel down have,0
391,596650f64fe31f4f52a02899,airfrance hours delay atlanta same s**t paris whats wrong with this airline,0
392,596684b34fe31f4f52a02932,airfrance thursday canceled strike moved next friday canceling friday one really bravo airfrance ,0
393,5968d1f0976f440300c0f3ea,airfrance bghomie its darrell guys probably still pissed lost revolutionary war,0
394,5968f0ff976f440300c0f43c,airfrance hour wait baggage drop agents duty tres incompetent ,0
395,59691b00976f440300c0f485,airfrance thank once again promising call back doing many false statements flyerbeware anythingbutaf,0
396,5969396e976f440300c0f4be,stop france from shipping monkeys their deaths ,0
397,59697350976f440300c0f53e,well great honeymoon except airfrance hours late arrival home extre unacceptable classicvactionsfail,0
398,5969e6b2976f440300c0f5d5,airfrance transferred airline that cost about fare paid turkishairlines fraudster fuck you,0
399,596a42cc976f440300c0f6d1,cancelled flights days still flight home another night bare bones voucher hotel airfrance impressed,0
400,596badc9976f440300c0f92d,sylvaincorlay airfrance what that seriously aggravating,0
401,596be468976f440300c0f9b1,airfrance busy weeks without reply from your customer services just rude,0
402,596c6723976f440300c0faf2,airfrance club gate terribleno fooddirty glasses onlyno champsstaff doing nothingwould expect better service airfrance,0
403,596c80d9976f440300c0fb4e,flight cancelled yesterdayspent fiumicinoairfrance desk gave info optionsdidnt even tried reroute airfrance,0
404,596c81ea976f440300c0fb65,been line since hno answer whatsoever airfrance where your customer care passengersrights ufcquechoisir,0
405,596c976c976f440300c0fc77,realjeffreyross virginamerica agree france food given chicken currybastards,0
406,595e61e58fcd022a715f7b81,were glad announce you cyril brand from airfrance confirmed attendance globallificongress ,1
407,595e65e18fcd022a715f7ba9,airfrancein triptousa airfrance ans boston city its popularly known bean town,1
408,595e68278fcd022a715f7bb7,france boeing  dreamliner photo michel charron ,1
409,595e68958fcd022a715f7bbd,jamesvmcmorrow airfrance yes fair virgin america discovered you,1
410,595e69d68fcd022a715f7bc0,airfrancein wonderful city boston course which popularly also known bean town triptousa ,1
411,595e6fc38fcd022a715f7bd5,airfrance tried website cant choiche still daily menu help,1
412,595e6fc88fcd022a715f7bd6,airfrance need reservation special meal girlfriend needs vegetarian milk lactose free,1
413,595e70568fcd022a715f7bd8,airfrance cpap machines allowed onboard,1
414,595e74948fcd022a715f7bdf,airfrancein boston triptousa airfrance boston known bean town airfrancein ,1
415,595e76c08fcd022a715f7be7,france airfrance taxi  ,1
416,595e78cf8fcd022a715f7beb,delta delta amex card holder flying economy access france lougne,1
417,595e7cf38fcd022a715f7bf5,majorjr airfrance thats walk everywhere ,1
418,595e84400394302c0c63b3d7,airfrance stuck rewuire urgent assistance,1
419,595e849b0394302c0c63b3d8,monstercymru airfrance bmibabycom bristolairport airfrance need find asap,1
420,595e8896745dc32c7a70a581,airfrance boards parisaeroport claim boarding af been closed since about  hours,1
421,595e893b745dc32c7a70a584,approach geminijets scale airfrance airbus a item gjafr list retailers visit ,1
422,595e8b0c745dc32c7a70a58d,jamesvmcmorrow airfrance discovered airfrance playlist dont ungrateful dude,1
423,595e8b76745dc32c7a70a58f,natashamp maceoparker airfrance whatsapp familiar with twittering have maybe,1
424,595e8b94745dc32c7a70a591,airfrance sorting,1
425,595e8ba8745dc32c7a70a592,airfrance want travel  return  traveling from lagos nigeria quito ecuadorwhat fare pls,1
426,595e8f6d745dc32c7a70a59b,when bordeaux drink bottle wine plenty full post here ,1
427,595e95d0745dc32c7a70a5a3,france flight afr spotted  feet ,1
428,595e981c745dc32c7a70a5ac,airfrance upgrades,1
429,595ea88d745dc32c7a70a5cb,france boeing  dreamliner photo michel charron ,1
430,595ea986745dc32c7a70a5cd,airfrance presents paris dessert only restaurant where dinner amp dessert paris ,1
431,595eac07745dc32c7a70a5d1,airfrance launch offers travel gayfriendly cities united states ,1
432,595eacab745dc32c7a70a5d4,jamesvmcmorrow airfrance youre having absolutely worst luck with airplanes mate,1
433,595ead46745dc32c7a70a5d7,please travel traveller france premium economy review ,1
434,595eb0cd745dc32c7a70a5e2,brendandaniel airfrance travelled airbus a once with them munich paris,1
435,595eb4e8745dc32c7a70a5ed,flatironcopse airfrance because theyre cheese eating surrender monkeys brexiting ros beef,1
436,595eb8e5745dc32c7a70a5f3,airfrance miles  mile until am  ,1
437,595eba13745dc32c7a70a5f5,when student trainee with france royal dutch ,1
438,595ebd7f745dc32c7a70a5f9,close france airbus a landing maarten,1
439,595ebed6745dc32c7a70a5fc,where france craft,1
440,595ec7b7745dc32c7a70a60a,airfrance have flying blue account what deadline getting miles from flights with your amp partnar added,1
441,595ee307745dc32c7a70a625,delta airfrance because people allowed lines apparently then another which ,1
442,595ee385745dc32c7a70a627,delta airfrance make various calls placed that flight while its boarding attendant confirmed would,1
443,595ee411745dc32c7a70a62a,delta airfrance several serious skin allergies deodorant special allergies certain ,1
444,595ee43f745dc32c7a70a62b,delta airfrance only receive tweet confirming being delivered thats resolution many ,1
445,595ee47a745dc32c7a70a62c,delta airfrance days later burned skin injured ankle  dollars dream vacation which turned ,1
446,595ee4d5745dc32c7a70a62e,delta airfrance worked fulltime school full time take myself dream vacation spend last ,1
447,595eec68745dc32c7a70a633,france flight wikipedia ,1
448,595ef368745dc32c7a70a637,airfrance airfrance informed they note airfrance system lose tickets amp confirmed ticket refundable were,1
449,595ef731745dc32c7a70a63e,airfrance help make seat selections flight tomorrow,1
450,595ef754745dc32c7a70a640,airfrance lost keyboard show tomorrowcan please help track,1
451,595ef7f9745dc32c7a70a642,airfrance need your help please track baggage sfoaf cannot without this,1
452,595ef8f3745dc32c7a70a643,airfrance thank you submit request,1
453,595eff31745dc32c7a70a64b,france boeing  back   throwbackthursday throwback airfrance ,1
454,595f1925745dc32c7a70a663,afnewsroom guys planning france paris student exchange what student baggage allowances like,1
455,595f20bc745dc32c7a70a676,airfrance  ,1
456,595f2633745dc32c7a70a67f,gastronomy france ,1
457,595f2752745dc32c7a70a682,airfrance please respond,1
458,595f2801745dc32c7a70a685,airfrance stars good min delay receive this updated app airfrance ,1
459,595f28cf745dc32c7a70a687,airfrance thanks will need have transit visa connecting flight amsterdam quito ,1
460,595f2bde745dc32c7a70a691,airfrance ive spoken your colleagues check suggested told that request cannot done person online only,1
461,595f2c26745dc32c7a70a692,sezy kronenbourg haha france lounge waiting flight,1
462,595f2c96745dc32c7a70a693,outsidewolves airfrance should watch this,1
463,595f38b1745dc32c7a70a6b3,france sells servair stake group ,1
464,595f42fa745dc32c7a70a6d2,airfrance having trouble logging even pin email brendanrlowegmailcom need confirm infant from nice,1
465,595f44a8745dc32c7a70a6d8,medical diversion work today airfrance miacdg diverted bostonlogan suffered heart attack,1
466,595f477f745dc32c7a70a6de,aireuropa have boarding pass airfrance says still checked in this going issue airport,1
467,595f4d8c745dc32c7a70a705,corporationsstartupsinnovation ebncongress am bansalmanju leenapishe tsiouffi stquere airfrance ,1
468,595f5199745dc32c7a70a70f,book france flight tickets with online portals ,1
469,595f5751745dc32c7a70a722,airfrance compensation claimed your delayed flight this website ,1
470,595f584d745dc32c7a70a726,airfrance hello have purchased perfume from paris want carry hand allowed thank,1
471,595f6504745dc32c7a70a759,th th need flight york  britishairways virginatlantic airfrance americanair delta will give good deal,1
472,595f6a17745dc32c7a70a75f,just look hainanairlines uniform this pure eleganza france shook their loss making core ,1
473,595f6fd5745dc32c7a70a76e,airfrance have boarding pass says checked your site,1
474,595f7d02745dc32c7a70a78f,backstage inflightfeed testing boulangerie amp menusalacarte airfrance servair customers proposals ,1
475,595f7e24745dc32c7a70a794,raoul vignal under same dans playlist airfrance ,1
476,595f854d745dc32c7a70a7a8,france route amman paris bordeaux full post here ,1
477,595f855a745dc32c7a70a7a9,sabrinamaddeaux airfrance leaving again paris weeks normally france goto believe ,1
478,595f88be745dc32c7a70a7b4,france ber business class flight paris dubai ,1
479,595f8ce9745dc32c7a70a7be,nonstop from boston paris france only roundtrip with airfrance ,1
480,595f9451745dc32c7a70a7d1,paris with france amp receive r discount book before july  more info amp conditions ,1
481,595f95ff745dc32c7a70a7d6,summer amp year businessclass from prague washington roundtrip amp airfrance ,1
482,595fa3bc745dc32c7a70a803,airfrance concerned only connect saturday morning flight  from flight  terminal will they wait,1
483,595fad83745dc32c7a70a81b,gmh ytekedejong airfranceklm airfrance lcc like with unions will allow prod ,1
484,595fba46745dc32c7a70a83c,jamesvmcmorrow airfrance long they didnt lose your voice,1
485,595fbb09745dc32c7a70a83d,this france alitalia etc these uniforms from hainanairlines based china ,1
486,595fc93d745dc32c7a70a858,airfrance going miss flight london cant another flight been here since flight ,1
487,595fcaf9745dc32c7a70a85d,remember years since heroic operation entebbe which rescued hijacked france flight full israelis ,1
488,595fd8db745dc32c7a70a876,france boeing  dreamliner photo michel charron ,1
489,595fdad4745dc32c7a70a879,france sells servair stake group ,1
490,595fdc25745dc32c7a70a87b,airfrance were traveling with newborn travel with foldable uppababy stroller thanks,1
491,595fdce1745dc32c7a70a87e,zaynahamarneh visitbordeaux bordeauxtourism airfrance francejordanie true french regions have much ,1
492,595fdd3b745dc32c7a70a881,bertodiplo visitbordeaux bordeauxtourism airfrance francejordanie bordeaux took breath away think ,1
493,595fe0c9745dc32c7a70a888,airfrance please need your support flight check,1
494,595fe9bd745dc32c7a70a89e,france flight afr spotted  feet ,1
495,595fef7a745dc32c7a70a8b6,airfrance airfrancemag need urgently information flight from strasbourg boston received ,1
496,595ff061745dc32c7a70a8b9,france boeing  dreamliner photo michel charron ,1
497,595ffe8c745dc32c7a70a8d1,airfrance airfrance flight  about take off confirm where arrive gate terminal ,1
498,595ffe96745dc32c7a70a8d2,allieoiseau should with fathers chose south africa safaris air frances central works council,1
499,59600a37745dc32c7a70a8f0,airfranceus airfranceus airfrance keep getting with exact same message typos misspelle ,1
500,59600e32745dc32c7a70a8f5,djemirofficial airfrance emiratessupport emirates lets this customer back with freetripdubatoparis ,1
501,5960148c745dc32c7a70a8ff,interesting experience airfranceuk boeing from lhrcdg february ,1
502,596019f6745dc32c7a70a908,france boeing  dreamliner photo  ,1
503,59601d44745dc32c7a70a913,amic airfrance missing something lol,1
504,59601d48745dc32c7a70a914,shruburbia airfrance same flight,1
505,59601db3745dc32c7a70a916,shruburbia airfrance interesting sure,1
506,59601ebc745dc32c7a70a918,imtulip mistaken france first class only have seats they very close,1
507,59601fe4745dc32c7a70a91d,intermediate accounting with franceklm  annual report spiceland ,1
508,5960229e745dc32c7a70a922,onemileatatime think your k redemption france lot delta wanted k delta gt way,1
509,5960286b745dc32c7a70a92a,frances hottest flight wtf everything exes girlfriends enclosed spaces dubious haircuts ,1
510,59602b09745dc32c7a70a92e,traveltheworld france franceklm strengthens partnership with gtpgr more ,1
511,596031ae745dc32c7a70a93a,echocharlieeb drmomma yes flights from france were same time maybe same airline france delta,1
512,59603446745dc32c7a70a93d,aprilhathcock airfrance terribly sorry hear that compensation requests kindly contact customer relations department,1
513,5960345c745dc32c7a70a93e,aprilhathcock airfrance customerrelationslufthansacom leny,1
514,59603501745dc32c7a70a940,airfrance wont dont even have ticket number just delta confirmation which said doesnt transfer your system,1
515,59603542745dc32c7a70a941,twilightnusa airfrance flies airbus  paris lax,1
516,596035ce745dc32c7a70a945,daisyforyou ooh cant afford that especially since dont enough warrant that kind upgrade ,1
517,596035d1745dc32c7a70a946,donkeyroberto echocharlieeb tahiti from paris landed  france from paris  virgin atlanti ,1
518,596035dc745dc32c7a70a947,aprilhathcock lufthansa airfrance mean nein nein service lufthansa once board ,1
519,5960393a745dc32c7a70a94d,france flight afr spotted feet ,1
520,596046c1745dc32c7a70a969,airfrance need know were attending la dont care how just make happen,1
521,59604d19745dc32c7a70a96f,airfrance idea delayed flight  will thanks,1
522,59605161745dc32c7a70a974,pleasestopffs connachtpa realprpro tizzyrazor actually think france only direct arrival ,1
523,596052d0745dc32c7a70a977,orly france april long range twin engine boeing taking france company ,1
524,59605cdb745dc32c7a70a984,delta airfrance that airfrance notorious this delta would surely compensate with vouchers ,1
525,59605d12745dc32c7a70a985,anyone taken yet jfkairport airfrance turtlehate,1
526,59606124745dc32c7a70a989,france flight afr spotted  feet ,1
527,5960636a745dc32c7a70a98b,airfrance while service onboard great service existent when came lost baggage jfk,1
528,59606461745dc32c7a70a98d,airfrance help delivered,1
529,596066f1745dc32c7a70a98f,flynorwegian fligt paris scheduled depart   connection missed wtf france ,1
530,596067c2745dc32c7a70a990,airfrance major technical difficulties booking thru website customer service closed need book asap with miles,1
531,596069bc745dc32c7a70a994,airfrance offer flight wifi ill flying your a from york paris,1
532,59606ab4745dc32c7a70a995,want question every france flight attendant this flight give anything their face,1
533,59606b7b745dc32c7a70a996,airfrance miles  mile until am  ,1
534,59606f82745dc32c7a70a999,airfrance concerned about making  connection lines security very long,1
535,5960757a745dc32c7a70a99f,france heavy ,1
536,59607b94745dc32c7a70a9a4,franceklm select lease administration nakisa meet ifrs regulation changes sapsolex ,1
537,59607cb8745dc32c7a70a9a6,every leader should forced deal with mh what been delta airfrance lufthansa ,1
538,596080a8745dc32c7a70a9ac,flying with book your flight withairfrance with klm dont extra ,1
539,596080eb745dc32c7a70a9ad,impcapital airfrance that cant possibly true premiere class check line over hour long today,1
540,596082da745dc32c7a70a9af,airfrance miles  mile until am th  ,1
541,5960830a745dc32c7a70a9b2,with spiraling costs sales will concorde take  concorde speedofsound airfrance ,1
542,59608b13745dc32c7a70a9ba,airfrance promised last night leaving current hotel head different city number mplaf ,1
543,59608ca2745dc32c7a70a9bd,bodies found from missing france plane ,1
544,5960958f745dc32c7a70a9d3,airfrance lets hope thats what they said last night never showed,1
545,5960a00b745dc32c7a70a9f1,this donkey ever going here with luggage airfrance,1
546,5960a00b745dc32c7a70a9f2,airfrance  landing innsbruck aerofly ,1
547,5960a2e0745dc32c7a70a9fa,airfrance cant choosebook seat flight af th july what should,1
548,5960a517745dc32c7a70a9fe,airfrance sent,1
549,5960a81d745dc32c7a70aa08,airfrance will wait this hotel until gets here,1
550,5960a875745dc32c7a70aa09,airfrance france have hour drive next location would nice luggage gets here soon,1
551,5960ae9e745dc32c7a70aa10,airfrance ill just wait here,1
552,5960b07a745dc32c7a70aa17,airfrance need assistance with reservations ive dmed details could have look,1
553,5960b1e2745dc32c7a70aa1b,airfrance this fhepc plane needs eliminatehepatitis logo nohep ,1
554,5960b4ff745dc32c7a70aa20,rahrahmaybe colleenb lucky plane tmrw there apparently wifi entertainment its ,1
555,5960b63c745dc32c7a70aa22,airfrance this fhepc plane needs eliminatehepatitis logo ,1
556,5960bddf745dc32c7a70aa31,richardpurves airfrance chuck peasants some complimentary nuts,1
557,5960bde9745dc32c7a70aa32,royal dutch airlines france british airways swis intl lines austrian airlines finnair lufthansa,1
558,5960c131745dc32c7a70aa39,mahddogg airfrance when some scored vanity bag,1
559,5960c3ee745dc32c7a70aa3e,doesnt airfrance want have s,1
560,5960c5ed745dc32c7a70aa43,cenb airfrance fuel effiency planes think,1
561,5960c7d0745dc32c7a70aa46,cenb airfrance tenerife incident,1
562,5960ca52745dc32c7a70aa4a,turkaviator pilot talked said that france doesnt want have s because they ,1
563,5960cab2745dc32c7a70aa4b,liengineer cenb airfrance that years,1
564,5960cc6e745dc32c7a70aa4f,airfrance should able tell with flight dont need itinerary info,1
565,5960cf2a745dc32c7a70aa51,liked youtube video ,1
566,5960d045745dc32c7a70aa55,airfrance that same flight dl,1
567,5960d11b745dc32c7a70aa56,check paris match magazine france flight tragedy johnny hallyday mere agitee ,1
568,5960d1bf745dc32c7a70aa5a,added video youtube playlist ,1
569,5960d1c9745dc32c7a70aa5b,mega post many cities fukuoka japan from only roundtrip with amp airfrance ,1
570,5960d1d1745dc32c7a70aa5c,added video youtube playlist ,1
571,5960d561745dc32c7a70aa6b,airfrance egyptian whos flying dubai from us interviewi booked flight obtain dubai visa,1
572,5960d8ca745dc32c7a70aa71,avion byupcom work business airbus airfrance ,1
573,5960ddbb745dc32c7a70aa7b,france royal dutch  boston riga latvia roundtrip including taxes,1
574,5960e004745dc32c7a70aa8e,blog things need know about franceklm flying blue ,1
575,5960e020745dc32c7a70aa90,airfrance they notified that tourist visa issued airline tourist agency which ,1
576,5960e031745dc32c7a70aa91,france first class flight a washington ,1
577,5961dbd9c4662d4962480435,fatimaptacek airfrance amp which level youre,1
578,5961e5f9c4662d496248043a,gowdasunil pmoindia sushmaswaraj cnnfrancepr france france letour airfrance news dont spread ,1
579,5961e8fac4662d496248043b,malghazali airfrance what happened,1
580,5961ead0bdec5f4a2dbf1543,airfrance hldg intl flight missing psngrs causing intl flight delayed assume delta will hold connect too,1
581,5961fd41beec944b5ec2d44f,molevy vhappysay delta airfrance sorting whats overdue atlastthey making progress britishairways learn thing,1
582,596205c6beec944b5ec2d455,airfrance give correct address that requested send luggage that lost arent responding,1
583,59620736beec944b5ec2d45c,delta and confused france flight today husband sitting together please change airfrance help,1
584,59620bbabeec944b5ec2d462,airfrance anybody experiencing problems with booking flights today there problem with airfrance website today,1
585,59621047beec944b5ec2d466,malghazali airfrance been this one lease when full,1
586,59621741beec944b5ec2d470,jeromesullivan airfrance guessed so used travelling emirates etihad others this shock ,1
587,59621d93beec944b5ec2d475,airfrance sees positive traffic trend ,1
588,59621f8fbeec944b5ec2d477,fatimaptacek airfrance most only economy chica,1
589,596223d1beec944b5ec2d47b,malghazali airfrance some times still style plane early morning frankfurt ,1
590,59623a1fbeec944b5ec2d493,airfrance could please reply,1
591,5962491bbeec944b5ec2d4a4,cliffytoon airfrance nclairport everything streets ahead also avoids airport paris which rudest staff ,1
592,59624e39c013944e1142b0f0,franceklm seeks urgent measures ease security delays paris airports ,1
593,596250bc061f354e90953cf3,airfrance there wifi flight paris tmw airfrance yes there wifi this plane airfrance,1
594,596253a86c50a64eafa656af,dont want imagine france,1
595,596253c86c50a64eafa656b2,concorde airlines s playing cards france british ,1
596,59625ad76c50a64eafa656cb,destinasian post your airfrance complaint ,1
597,596260a16c50a64eafa656df,france royal dutch  seattle billund denmark roundtrip including taxes hacktheflight ,1
598,596264f14fe31f4f52a01f43,airfranceuk turns booking ,1
599,5962650d4fe31f4f52a01f44,delta have travel voucher from france redeem bookings from ,1
600,5962684f4fe31f4f52a01f4f,franceklm upbeat us asian tourists return this summer ,1
601,596268524fe31f4f52a01f50,airfrance verbal notification talked phone gave flight  said verbatim yes ,1
602,596268d04fe31f4f52a01f53,franceklm upbeat us asian tourists return this summer ,1
603,59626ab84fe31f4f52a01f5d,airfrance booking number wggh there four people waiting support airport,1
604,59626b3c4fe31f4f52a01f5f,airfrance this paid march  your system identifying,1
605,59626bf84fe31f4f52a01f64,when bordeaux visit cite vine full post here ,1
606,59626cd34fe31f4f52a01f69,when bordeaux visit cite full post here ,1
607,59626edd4fe31f4f52a01f71,kibirangojoseph gtgt which means that your travel agent will have control over your ticket airline air france this case gtgt,1
608,596271884fe31f4f52a01f7a,airfrance case number thank your quick response,1
609,596271b94fe31f4f52a01f7b,what with door salon france lounge houston bush airport ,1
610,59627a5d4fe31f4f52a01f99,imilnb aireuropa airfrance retard orages,1
611,59627d3f4fe31f4f52a01fa9,airfrance salon orly ouest comment ,1
612,59627e324fe31f4f52a01faa,spain nato nasa potus potus still waiting airfrance maga,1
613,59627e784fe31f4f52a01fab,boston riga latvia only roundtrip with amp delta amp airfrance ,1
